Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630406588723,0401E451,true,Rx,0,8,00,E3,4B,FF,FF,FF,00,00,
-1762630406585950,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406585566,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406585396,040A2011,true,Rx,0,8,EA,FF,F3,FF,D0,03,E6,CE,
-1762630406585268,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,E6,CE,
-1762630406583902,040A2012,true,Rx,0,8,12,00,FA,FF,EA,03,E7,CE,
-1762630406583774,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,E7,CE,
-1762630406579636,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406579508,0401E412,true,Rx,0,7,01,01,FD,FF,00,00,00,00,
-1762630406579337,0401E452,true,Rx,0,8,01,EC,C9,F5,FF,FF,00,00,
-1762630406579209,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406579081,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406578953,0401E452,true,Rx,0,8,00,EC,44,F5,FF,FF,00,00,
-1762630406574388,0405240A,true,Rx,0,3,03,00,00,00,00,00,00,00,
-1762630406569140,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630406569012,0401E411,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630406568884,0401E451,true,Rx,0,8,01,F7,72,FE,FF,FF,00,00,
-1762630406568714,0401E451,true,Rx,0,8,00,F7,4B,FF,FF,FF,00,00,
-1762630406566922,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630406566794,04098C51,true,Rx,0,3,00,EF,FF,00,00,00,00,00,
-1762630406564618,040A2011,true,Rx,0,8,EB,FF,F8,FF,D1,03,FB,CE,
-1762630406564490,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,FB,CE,
-1762630406563892,040A2012,true,Rx,0,8,0E,00,F8,FF,EC,03,FB,CE,
-1762630406563764,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,FB,CE,
-1762630406562143,0405C40F,true,Rx,0,8,00,01,3B,40,7F,51,96,2E,
-1762630406562015,0405C42F,true,Rx,0,8,00,64,A4,29,18,00,26,00,
-1762630406561930,0405C52F,true,Rx,0,5,00,08,00,39,00,00,00,00,
-1762630406561759,0405C40F,true,Rx,0,8,01,01,F7,3F,E7,51,B8,1D,
-1762630406561631,0405C42F,true,Rx,0,8,01,64,D2,29,A5,FF,E4,FF,
-1762630406561503,0405C52F,true,Rx,0,5,01,2E,00,03,00,00,00,00,
-1762630406561375,0405C40F,true,Rx,0,8,02,01,57,41,F4,51,4D,D5,
-1762630406561247,0405C42F,true,Rx,0,8,02,64,76,28,F4,FF,2F,00,
-1762630406561119,0405C52F,true,Rx,0,5,02,FE,FF,16,00,00,00,00,
-1762630406560309,1C0000DA,true,Rx,0,8,02,FD,09,00,13,49,B4,39,
-1762630406560181,0405C410,true,Rx,0,8,00,01,C7,45,49,87,BB,72,
-1762630406560053,0405C430,true,Rx,0,8,00,64,BD,07,30,00,E1,FF,
-1762630406559925,0405C410,true,Rx,0,8,01,01,78,4C,14,88,A0,48,
-1762630406559754,0405C430,true,Rx,0,8,01,64,B5,2B,BD,FE,C7,FF,
-1762630406559626,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406559498,0401E412,true,Rx,0,7,01,01,FE,FF,00,00,00,00,
-1762630406559370,0401E452,true,Rx,0,8,01,00,C9,F5,FF,FF,00,00,
-1762630406559199,0401E452,true,Rx,0,8,00,00,44,F5,FF,FF,00,00,
-1762630406559071,0405C410,true,Rx,0,8,02,01,45,45,48,89,B8,8B,
-1762630406558943,0405C530,true,Rx,0,5,01,08,FE,6A,02,00,00,00,
-1762630406558815,0405C430,true,Rx,0,8,02,64,03,2D,AE,00,D2,FF,
-1762630406558687,0405C530,true,Rx,0,5,02,21,00,FF,00,00,00,00,
-1762630406558602,0405C530,true,Rx,0,5,00,39,FF,96,02,00,00,00,
-1762630406558474,1C0000DA,true,Rx,0,5,00,6B,16,40,03,00,00,00,
-1762630406556981,1C000346,true,Rx,0,8,02,FD,09,00,13,49,B4,39,
-1762630406556853,1C000346,true,Rx,0,5,00,6B,17,1E,03,00,00,00,
-1762630406552757,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630406551434,1C00003A,true,Rx,0,8,02,FD,09,00,36,40,FD,74,
-1762630406551306,1C00003A,true,Rx,0,5,00,7F,16,40,03,00,00,00,
-1762630406550410,1C000341,true,Rx,0,8,02,FD,09,00,36,40,FD,74,
-1762630406550325,1C000341,true,Rx,0,5,00,7F,17,1E,03,00,00,00,
-1762630406549173,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406549045,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630406548874,0401E451,true,Rx,0,8,01,0B,72,FE,FF,FF,00,00,
-1762630406548746,0401E451,true,Rx,0,8,00,0B,4B,FF,FF,FF,00,00,
-1762630406545802,040A2011,true,Rx,0,8,EA,FF,F8,FF,D3,03,0E,CF,
-1762630406545674,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,0E,CF,
-1762630406543925,040A2012,true,Rx,0,8,10,00,FA,FF,EC,03,0F,CF,
-1762630406543797,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,0F,CF,
-1762630406539659,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406539531,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630406539360,0401E452,true,Rx,0,8,01,14,C9,F5,FF,FF,00,00,
-1762630406539232,0401E452,true,Rx,0,8,00,14,44,F5,FF,FF,00,00,
-1762630406534411,1C00005A,true,Rx,0,8,02,FD,09,00,E2,71,1C,50,
-1762630406534326,1C00005A,true,Rx,0,5,00,6F,16,40,03,00,00,00,
-1762630406533430,1C000342,true,Rx,0,8,02,FD,09,00,E2,71,1C,50,
-1762630406533302,1C000342,true,Rx,0,5,00,6F,17,1E,03,00,00,00,
-1762630406531382,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406529120,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406528992,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630406528864,0401E451,true,Rx,0,8,01,1F,72,FE,FF,FF,00,00,
-1762630406528694,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406528608,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406528480,0401E451,true,Rx,0,8,00,1F,4B,FF,FF,FF,00,00,
-1762630406528182,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406525451,040A2011,true,Rx,0,8,EA,FF,F7,FF,CC,03,22,CF,
-1762630406525281,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,22,CF,
-1762630406524342,0405240A,true,Rx,0,3,05,00,00,00,00,00,00,00,
-1762630406523915,040A2012,true,Rx,0,8,11,00,F5,FF,EA,03,23,CF,
-1762630406523745,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,23,CF,
-1762630406521910,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630406521782,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630406519649,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406519521,0401E412,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630406519350,0401E452,true,Rx,0,8,01,28,C9,F5,FF,FF,00,00,
-1762630406519222,0401E452,true,Rx,0,8,00,28,44,F5,FF,FF,00,00,
-1762630406512140,0405C40F,true,Rx,0,8,00,01,33,40,7C,51,61,2E,
-1762630406512012,0405C42F,true,Rx,0,8,00,64,86,29,18,00,22,00,
-1762630406511841,0405C40F,true,Rx,0,8,01,01,ED,3F,0F,52,98,1D,
-1762630406511713,0405C42F,true,Rx,0,8,01,64,BD,29,89,FF,DA,FF,
-1762630406511628,0405C52F,true,Rx,0,5,00,FD,FF,3D,00,00,00,00,
-1762630406511457,0405C40F,true,Rx,0,8,02,01,43,41,D9,51,27,D5,
-1762630406511329,0405C42F,true,Rx,0,8,02,64,77,28,E1,FF,34,00,
-1762630406511244,0405C52F,true,Rx,0,5,02,E6,FF,20,00,00,00,00,
-1762630406511116,0405C52F,true,Rx,0,5,01,E9,FF,10,00,00,00,00,
-1762630406510305,0405C410,true,Rx,0,8,00,01,C7,45,48,87,80,72,
-1762630406510135,0405C430,true,Rx,0,8,00,64,F3,07,7D,FF,CD,FF,
-1762630406510007,0405C410,true,Rx,0,8,01,01,6F,4C,1C,88,67,48,
-1762630406509879,0405C430,true,Rx,0,8,01,64,E2,2B,85,00,0E,FE,
-1762630406509751,0405C530,true,Rx,0,5,00,2A,FF,CD,00,00,00,00,
-1762630406509580,0405C410,true,Rx,0,8,02,01,3C,45,5C,89,D6,8B,
-1762630406509495,0405C430,true,Rx,0,8,02,64,07,2D,EA,00,9D,FF,
-1762630406509367,0405C530,true,Rx,0,5,02,09,00,AF,FF,00,00,00,
-1762630406509239,0405C530,true,Rx,0,5,01,62,FF,C1,FF,00,00,00,
-1762630406509111,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406508983,0401E411,true,Rx,0,7,01,01,FE,FF,00,00,00,00,
-1762630406508855,0401E451,true,Rx,0,8,01,33,72,FE,FF,FF,00,00,
-1762630406508684,0401E451,true,Rx,0,8,00,33,4B,FF,FF,FF,00,00,
-1762630406507916,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406507831,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406505441,040A2011,true,Rx,0,8,E8,FF,F7,FF,D1,03,36,CF,
-1762630406505313,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,36,CF,
-1762630406504929,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406503905,040A2012,true,Rx,0,8,0C,00,F7,FF,EA,03,37,CF,
-1762630406503777,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,37,CF,
-1762630406503308,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630406499639,0401E412,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630406499511,0401E412,true,Rx,0,7,01,01,FE,FF,00,00,00,00,
-1762630406499340,0401E452,true,Rx,0,8,01,3C,C9,F5,FF,FF,00,00,
-1762630406499212,0401E452,true,Rx,0,8,00,3C,44,F5,FF,FF,00,00,
-1762630406498871,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406489143,0401E411,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630406489015,0401E411,true,Rx,0,7,01,01,FF,FF,00,00,00,00,
-1762630406488845,0401E451,true,Rx,0,8,01,47,72,FE,FF,FF,00,00,
-1762630406488717,0401E451,true,Rx,0,8,00,47,4B,FF,FF,FF,00,00,
-1762630406485432,040A2011,true,Rx,0,8,E8,FF,F7,FF,D1,03,4A,CF,
-1762630406485304,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,4A,CF,
-1762630406483938,040A2012,true,Rx,0,8,11,00,FA,FF,ED,03,4B,CF,
-1762630406483768,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,4B,CF,
-1762630406479629,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630406479501,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630406479373,0401E452,true,Rx,0,8,01,50,C9,F5,FF,FF,00,00,
-1762630406479245,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406479117,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406478946,0401E452,true,Rx,0,8,00,50,44,F5,FF,FF,00,00,
-1762630406473229,0405240A,true,Rx,0,3,04,00,00,00,00,00,00,00,
-1762630406469133,0401E411,true,Rx,0,7,00,01,FF,FF,00,00,00,00,
-1762630406469005,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630406468877,0401E451,true,Rx,0,8,01,5B,72,FE,FF,FF,00,00,
-1762630406468749,0401E451,true,Rx,0,8,00,5B,4B,FF,FF,FF,00,00,
-1762630406466915,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630406466830,04098C51,true,Rx,0,3,00,F2,FF,00,00,00,00,00,
-1762630406464654,040A2011,true,Rx,0,8,E9,FF,F7,FF,CF,03,5F,CF,
-1762630406464526,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,5F,CF,
-1762630406463886,040A2012,true,Rx,0,8,0E,00,F6,FF,E7,03,5F,CF,
-1762630406463758,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,5F,CF,
-1762630406462179,0405C40F,true,Rx,0,8,00,01,08,40,6A,51,64,2E,
-1762630406462008,0405C42F,true,Rx,0,8,00,64,AB,29,0E,00,23,00,
-1762630406461880,0405C40F,true,Rx,0,8,01,01,D9,3F,EC,51,7D,1D,
-1762630406461752,0405C42F,true,Rx,0,8,01,64,D2,29,B5,FF,D6,FF,
-1762630406461624,0405C52F,true,Rx,0,5,00,F4,FF,32,00,00,00,00,
-1762630406461496,0405C40F,true,Rx,0,8,02,01,45,41,E6,51,39,D5,
-1762630406461326,0405C42F,true,Rx,0,8,02,64,82,28,EB,FF,37,00,
-1762630406461240,0405C52F,true,Rx,0,5,02,DA,FF,30,00,00,00,00,
-1762630406461155,0405C52F,true,Rx,0,5,01,92,FF,29,00,00,00,00,
-1762630406460302,0405C410,true,Rx,0,8,00,01,CD,45,43,87,75,72,
-1762630406460131,0405C430,true,Rx,0,8,00,64,FD,07,87,FE,D6,FE,
-1762630406460003,0405C410,true,Rx,0,8,01,01,6A,4C,39,88,79,48,
-1762630406459875,0405C430,true,Rx,0,8,01,64,E9,2B,66,FF,58,FE,
-1762630406459747,0405C530,true,Rx,0,5,00,32,00,97,FF,00,00,00,
-1762630406459619,0401E412,true,Rx,0,7,00,01,04,00,00,00,00,00,
-1762630406459491,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630406459321,0401E452,true,Rx,0,8,01,64,C9,F5,FF,FF,00,00,
-1762630406459193,0401E452,true,Rx,0,8,00,64,44,F5,FF,FF,00,00,
-1762630406459065,0405C410,true,Rx,0,8,02,01,36,45,ED,88,94,8B,
-1762630406458937,0405C430,true,Rx,0,8,02,64,0C,2D,E8,00,90,FF,
-1762630406458809,0405C530,true,Rx,0,5,02,BD,FF,78,FF,00,00,00,
-1762630406458681,0405C530,true,Rx,0,5,01,9C,FF,2B,FF,00,00,00,
-1762630406453390,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630406452238,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406450190,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406449166,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630406449038,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630406448868,0401E451,true,Rx,0,8,01,6F,72,FE,FF,FF,00,00,
-1762630406448740,0401E451,true,Rx,0,8,00,6F,4B,FF,FF,FF,00,00,
-1762630406445796,040A2011,true,Rx,0,8,E7,FF,F7,FF,CE,03,72,CF,
-1762630406445668,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,72,CF,
-1762630406443918,040A2012,true,Rx,0,8,10,00,FA,FF,EB,03,73,CF,
-1762630406443790,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,73,CF,
-1762630406439652,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630406439524,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630406439353,0401E452,true,Rx,0,8,01,78,C9,F5,FF,FF,00,00,
-1762630406439225,0401E452,true,Rx,0,8,00,78,44,F5,FF,FF,00,00,
-1762630406432911,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630406432740,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630406429114,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406428986,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630406428858,0401E451,true,Rx,0,8,01,83,72,FE,FF,FF,00,00,
-1762630406428730,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406428602,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406428474,0401E451,true,Rx,0,8,00,83,4B,FF,FF,FF,00,00,
-1762630406428346,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406426852,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406425445,040A2011,true,Rx,0,8,ED,FF,F7,FF,D3,03,86,CF,
-1762630406425274,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,86,CF,
-1762630406424335,0405240A,true,Rx,0,3,03,00,00,00,00,00,00,00,
-1762630406423909,040A2012,true,Rx,0,8,0D,00,FA,FF,EA,03,87,CF,
-1762630406423781,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,87,CF,
-1762630406419642,0401E412,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406419514,0401E412,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630406419343,0401E452,true,Rx,0,8,01,8C,C9,F5,FF,FF,00,00,
-1762630406419215,0401E452,true,Rx,0,8,00,8C,44,F5,FF,FF,00,00,
-1762630406412133,0405C40F,true,Rx,0,8,00,01,1B,40,5C,51,8E,2E,
-1762630406412005,0405C42F,true,Rx,0,8,00,64,99,29,12,00,23,00,
-1762630406411877,0405C52F,true,Rx,0,5,00,EF,FF,26,00,00,00,00,
-1762630406411749,0405C40F,true,Rx,0,8,01,01,F6,3F,D1,51,AA,1D,
-1762630406411621,0405C42F,true,Rx,0,8,01,64,C2,29,13,00,D7,FF,
-1762630406411493,0405C40F,true,Rx,0,8,02,01,49,41,F3,51,34,D5,
-1762630406411322,0405C42F,true,Rx,0,8,02,64,8B,28,DF,FF,1D,00,
-1762630406411237,0405C52F,true,Rx,0,5,01,0E,00,E6,FF,00,00,00,
-1762630406411109,0405C52F,true,Rx,0,5,02,10,00,15,00,00,00,00,
-1762630406410810,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406410256,0405C410,true,Rx,0,8,00,01,CA,45,30,87,40,73,
-1762630406410128,0405C430,true,Rx,0,8,00,64,CF,07,14,00,FC,FF,
-1762630406410000,0405C410,true,Rx,0,8,01,01,66,4C,31,88,F6,49,
-1762630406409872,0405C430,true,Rx,0,8,01,64,91,2C,11,01,13,02,
-1762630406409744,0405C530,true,Rx,0,5,00,F0,FF,41,FF,00,00,00,
-1762630406409573,0405C410,true,Rx,0,8,02,01,3D,45,D6,88,5E,8B,
-1762630406409488,0405C430,true,Rx,0,8,02,64,0E,2D,BE,00,DD,FF,
-1762630406409360,0405C530,true,Rx,0,5,02,24,FF,2B,00,00,00,00,
-1762630406409232,0405C530,true,Rx,0,5,01,05,FF,BB,FE,00,00,00,
-1762630406409104,0401E411,true,Rx,0,7,00,01,02,00,00,00,00,00,
-1762630406408933,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630406408848,0401E451,true,Rx,0,8,01,97,72,FE,FF,FF,00,00,
-1762630406408677,0401E451,true,Rx,0,8,00,97,4B,FF,FF,FF,00,00,
-1762630406405435,040A2011,true,Rx,0,8,E9,FF,F7,FF,D1,03,9A,CF,
-1762630406405307,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,9A,CF,
-1762630406403941,040A2012,true,Rx,0,8,11,00,FA,FF,EA,03,9B,CF,
-1762630406403771,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,9B,CF,
-1762630406403344,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630406402832,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406399632,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406399504,0401E412,true,Rx,0,7,01,01,FD,FF,00,00,00,00,
-1762630406399334,0401E452,true,Rx,0,8,01,A0,C9,F5,FF,FF,00,00,
-1762630406399206,0401E452,true,Rx,0,8,00,A0,44,F5,FF,FF,00,00,
-1762630406399078,1C0003FA,true,Rx,0,8,02,FD,1F,00,00,00,00,00,
-1762630406398950,1C0003FA,true,Rx,0,8,00,E2,14,02,01,28,80,33,
-1762630406398779,1C0003FA,true,Rx,0,8,00,00,00,57,69,66,69,42,
-1762630406398651,1C0003FA,true,Rx,0,8,6C,65,44,6F,6E,67,6C,65,
-1762630406398566,1C0003FA,true,Rx,0,3,00,3C,03,00,00,00,00,00,
-1762630406389137,0401E411,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630406389009,0401E411,true,Rx,0,7,01,01,02,00,00,00,00,00,
-1762630406388881,0401E451,true,Rx,0,8,01,AB,72,FE,FF,FF,00,00,
-1762630406388710,0401E451,true,Rx,0,8,00,AB,4B,FF,FF,FF,00,00,
-1762630406385425,040A2011,true,Rx,0,8,E5,FF,F7,FF,D0,03,AE,CF,
-1762630406385297,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,AE,CF,
-1762630406384443,1C0000DA,true,Rx,0,8,02,FD,09,00,00,01,28,80,
-1762630406384358,1C0000DA,true,Rx,0,5,00,86,16,40,03,00,00,00,
-1762630406383931,040A2012,true,Rx,0,8,11,00,FC,FF,E7,03,AF,CF,
-1762630406383761,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,AF,CF,
-1762630406382822,1C000346,true,Rx,0,8,02,FD,09,00,00,01,28,80,
-1762630406382694,1C000346,true,Rx,0,5,00,86,17,1E,03,00,00,00,
-1762630406379622,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630406379494,0401E412,true,Rx,0,7,01,01,01,00,00,00,00,00,
-1762630406379324,0401E452,true,Rx,0,8,01,B4,C9,F5,FF,FF,00,00,
-1762630406379196,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406379110,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406378940,0401E452,true,Rx,0,8,00,B4,44,F5,FF,FF,00,00,
-1762630406375313,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406374375,0405240A,true,Rx,0,3,02,00,00,00,00,00,00,00,
-1762630406372199,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406369169,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630406369041,0401E411,true,Rx,0,7,01,01,04,00,00,00,00,00,
-1762630406368871,0401E451,true,Rx,0,8,01,BF,72,FE,FF,FF,00,00,
-1762630406368743,0401E451,true,Rx,0,8,00,BF,4B,FF,FF,FF,00,00,
-1762630406366908,04098C31,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630406366823,04098C51,true,Rx,0,3,00,F1,FF,00,00,00,00,00,
-1762630406364647,040A2011,true,Rx,0,8,E8,FF,F6,FF,CE,03,C3,CF,
-1762630406364519,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,C3,CF,
-1762630406363922,040A2012,true,Rx,0,8,10,00,F7,FF,E5,03,C3,CF,
-1762630406363794,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,C3,CF,
-1762630406362130,0405C40F,true,Rx,0,8,00,01,23,40,62,51,99,2E,
-1762630406362002,0405C42F,true,Rx,0,8,00,64,7A,29,14,00,23,00,
-1762630406361831,0405C40F,true,Rx,0,8,01,01,DA,3F,EE,51,78,1D,
-1762630406361703,0405C42F,true,Rx,0,8,01,64,B0,29,33,00,28,00,
-1762630406361575,0405C52F,true,Rx,0,5,00,F3,FF,14,00,00,00,00,
-1762630406361404,0405C40F,true,Rx,0,8,02,01,4B,41,D8,51,1F,D5,
-1762630406361319,0405C42F,true,Rx,0,8,02,64,7C,28,DD,FF,24,00,
-1762630406361191,0405C52F,true,Rx,0,5,02,1A,00,03,00,00,00,00,
-1762630406361106,0405C52F,true,Rx,0,5,01,61,00,C2,FF,00,00,00,
-1762630406360295,1C00005A,true,Rx,0,8,02,FD,09,00,0E,01,28,80,
-1762630406360167,0405C410,true,Rx,0,8,00,01,C7,45,1B,87,7D,73,
-1762630406360039,0405C430,true,Rx,0,8,00,64,B8,08,64,01,B8,00,
-1762630406359911,0405C410,true,Rx,0,8,01,01,65,4C,1C,88,39,49,
-1762630406359740,0405C430,true,Rx,0,8,01,64,3C,2C,4F,02,11,00,
-1762630406359612,0401E412,true,Rx,0,7,00,01,03,00,00,00,00,00,
-1762630406359484,0401E412,true,Rx,0,7,01,01,FC,FF,00,00,00,00,
-1762630406359356,0401E452,true,Rx,0,8,01,C8,C9,F5,FF,FF,00,00,
-1762630406359186,0401E452,true,Rx,0,8,00,C8,44,F5,FF,FF,00,00,
-1762630406359058,0405C410,true,Rx,0,8,02,01,41,45,19,89,50,8B,
-1762630406358930,0405C530,true,Rx,0,5,01,54,00,7D,FF,00,00,00,
-1762630406358802,0405C430,true,Rx,0,8,02,64,50,2D,D0,00,1C,00,
-1762630406358674,0405C530,true,Rx,0,5,02,DF,FF,D6,00,00,00,00,
-1762630406358546,0405C530,true,Rx,0,5,00,62,00,6A,FE,00,00,00,
-1762630406358460,1C00005A,true,Rx,0,5,00,24,16,40,03,00,00,00,
-1762630406355047,1C000342,true,Rx,0,8,02,FD,09,00,0E,01,28,80,
-1762630406354919,1C000342,true,Rx,0,5,00,24,17,1E,03,00,00,00,
-1762630406353298,04072001,true,Rx,0,4,00,00,00,01,00,00,00,00,
-1762630406349799,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406349160,0401E411,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406349032,0401E411,true,Rx,0,7,01,01,03,00,00,00,00,00,
-1762630406348861,0401E451,true,Rx,0,8,01,D3,72,FE,FF,FF,00,00,
-1762630406348733,0401E451,true,Rx,0,8,00,D3,4B,FF,FF,FF,00,00,
-1762630406348648,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630406345832,040A2011,true,Rx,0,8,EA,FF,F5,FF,D2,03,D6,CF,
-1762630406345661,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,D6,CF,
-1762630406343912,040A2012,true,Rx,0,8,0F,00,F9,FF,E9,03,D7,CF,
-1762630406343784,04030C82,true,Rx,0,4,01,05,10,00,00,00,00,00,
-1762630406343656,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630406343528,04056412,true,Rx,0,8,F9,FF,F8,FF,49,04,D7,CF,
-1762630406339645,0401E412,true,Rx,0,7,00,01,01,00,00,00,00,00,
-1762630406339517,0401E412,true,Rx,0,7,01,01,FD,FF,00,00,00,00,
-1762630406339347,0401E452,true,Rx,0,8,01,DC,C9,F5,FF,FF,00,00,
-1762630406339219,0401E452,true,Rx,0,8,00,DC,44,F5,FF,FF,00,00,
-1762630406329150,0401E411,true,Rx,0,7,00,01,00,00,00,00,00,00,
-1762630406329022,0401E411,true,Rx,0,7,01,01,00,00,00,00,00,00,
-1762630406328851,0401E451,true,Rx,0,8,01,E7,72,FE,FF,FF,00,00,
-1762630406328723,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630406328638,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630406328467,0401E451,true,Rx,0,8,00,E7,4B,FF,FF,FF,00,00,
-1762630406325438,040A2011,true,Rx,0,8,E6,FF,F8,FF,D0,03,EA,CF,
-1762630406325310,04056411,true,Rx,0,8,F8,FF,05,00,04,FD,EA,CF,
-1762630406323902,040A2012,true,Rx,0,8,09,00,FA,FF,EB,03,EB,CF,
